Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Слюсар,Володимир,Миколайович,Чоловіча,29-08-1967,Швачка,місто Сновськ,"узвіз Одеська, буд. 148, Бобровиця, 26909",570-05-97,ieshchenkoalevtyn@example.org
Корж,Єфрем,Едуардович,Чоловіча,25-06-1946,Режисер,хутір Горішні Плавні,"набережна Біляївська, буд. 6, Васильків, 92729",+380 (12) 150-24-77,serhiicharnysh@example.com
Базилевська,Ігнат,Соломонович,Чоловіча,02-01-1974,Диригент,хутір Чорнобиль,"парк Кавказька, буд. 635, Ізюм, 45786",+380 49 645-12-73,iarsenych@example.org
Дзюба,Венедикт,Вʼячеславович,Чоловіча,24-10-1943,Режисер,селище Лохвиця,"провулок Пироговський, буд. 1 кв. 79, Очаків, 93207",208-40-45,zharkomariia@example.net
Демʼяненко,Федір,Арсенович,Чоловіча,08-02-1997,Футболіст,село Бахмут,"вулиця Хаджибейський 3-й, буд. 55 кв. 864, Приморськ, 43190",046 637-76-93,viktor81@example.com
Забарна,Дмитро,Ааронович,Чоловіча,11-10-1990,Бізнесмен,село Славутич,"парк Дмитра Іванова, буд. 7, Берислав, 38764",766-47-24,larysaromanenko@example.com
Чередник,Адам,Ігнатович,Чоловіча,28-05-2008,Детектив,хутір Синельникове,"вулиця Штурвальна, буд. 8, Глобине, 26579",+380 27 418-94-60,semenpanchuk@example.org
Байдак,Алевтин,Ростиславович,Чоловіча,11-06-1966,Футболіст,місто Вінниця,"провулок Студентський 1-й, буд. 03 кв. 8, Добромиль, 91259",022 69 82,olena80@example.org
Цимбал,Пармен,Яковович,Чоловіча,06-01-1984,М'ясник,село Виноградів,"набережна Павла Клепацького, буд. 929 кв. 2, Українськ, 40476",087 584 51 45,lhunko@example.com
Філіпенко,Демʼян,Геннадійович,Чоловіча,26-11-1950,Няня,селище Коростишів,"провулок Генуезька, буд. 4, Нова Каховка, 24827",+380 82 909-97-08,zabilavenedykt@example.org
Онуфрієнко,Андрій,Ярославович,Чоловіча,08-11-1956,Дипломат,селище Попасна,"набережна Матроська Слободка , буд. 233 кв. 14, Чуднів, 71885",+380 (52) 775-90-56,alevtynopanasenko@example.net
Єщенко,Леон,Максимович,Чоловіча,12-01-1958,Астрофізик,селище Костопіль,"парк Лінія 54-та, буд. 05 кв. 9, Збараж, 19875",038 609-26-92,kalchenkoles@example.com
Якименко,Соломон,Іванович,Чоловіча,13-05-1940,Доцент,селище Кропивницький,"набережна Охтирський, буд. 636 кв. 704, Миколаївка, 99509",193-15-08,tereza63@example.com
Карпенко,Ростислав,Арсенович,Чоловіча,18-11-1976,Професор,місто Бровари,"шосе Красива, буд. 432, Каховка, 03204",+380 (46) 729-89-17,chmilteodor@example.org
Полтавець,Леонтій,Панасович,Чоловіча,22-06-1946,Ботанік,хутір Бершадь,"шосе Адміральський, буд. 585, Ананьїв, 43162",+380 92 685-81-01,veniiamyn26@example.net
Корж,Борис,Азарович,Чоловіча,28-03-1996,Історик,селище Хирів,"площа Цегляна, буд. 04, Джанкой, 85419",037 222 13 14,fbabii@example.org
Аронець,Володимир,Демидович,Чоловіча,22-12-1999,Музикознавець,селище Маріуполь,"шосе Запорізька, буд. 78 кв. 1, Кременчук, 38883",310-36-69,vladyslav66@example.org
Шовкопляс,Аркадій,Йосипович,Чоловіча,22-05-1979,Каскадер,місто Тисмениця,"сквер Якірний, буд. 887, Бунге, 64816",+380 50 823-97-57,klavdiia29@example.org
Дейнека,Дан,Охрімович,Чоловіча,06-10-1987,Диригент,місто Лебедин,"площа Космонавтів, буд. 3, Луцьк, 57978",+380 82 752 96 70,jdubas@example.org
Забарний,Геннадій,Євгенійович,Чоловіча,16-03-1954,М'ясник,село Дебальцеве,"провулок Каркашадзе, буд. 06 кв. 609, Чугуїв, 91022",+380 47 037 34 23,qshovkoplias@example.com
Усик,Гліб,Симонович,Чоловіча,12-01-1970,Промисловець,село Ржищів,"набережна Промисловий, буд. 3, Соснівка, 39220",+380 18 959-64-53,sheremetviktoriia@example.com
Калениченко,Тарас,Прохорович,Чоловіча,09-02-1989,Конструктор,хутір Старий Самбір,"парк Зої Бутенко, буд. 103, Шептицький, 29441",+380 35 865-44-78,jdeineka@example.net
Журавель,Михайло,Євгенійович,Чоловіча,19-09-1990,Музикант,село Новгород-Сіверський,"парк Митна, буд. 7, Почаїв, 80322",059 005-09-38,iefymenkovolodymyra@example.net
Удовенко,Борислав,Святославович,Чоловіча,23-06-2000,Професор,хутір Рубіжне,"сквер Закарпатська, буд. 243, Мар'їнка, 56052",638 90 77,stefantkach@example.com
Сірко,Миколай,Олександрович,Чоловіча,21-10-1950,Мікробіолог,село Липовець,"сквер Текстильників, буд. 3 кв. 23, Трускавець, 29912",+380 31 193 86 35,ylytvynenko@example.com
Гоголь,Яків,Макарович,Чоловіча,13-05-1988,Електромонтажник,хутір Миколаїв,"проспект Льва Симиренка, буд. 7 кв. 797, Южноукраїнськ, 48887",+380 76 979-16-57,fedir54@example.net
Давимука,Остап,Теодорович,Чоловіча,12-10-1995,Палеонтолог,місто Кобеляки,"проспект Горбиста, буд. 31 кв. 153, Кам'янка (Черкаська область), 30022",+380 00 373-31-19,bezborodkoiustym@example.net
Бабич,Давид,Ростиславович,Чоловіча,31-08-1964,Бібліограф,хутір Косів,"площа Уманська, буд. 8 кв. 410, Сніжне, 33276",316-85-26,malyshkohennadii@example.org
Ґерус,Левко,Русланович,Чоловіча,19-04-1976,Складальник,хутір Рахів,"сквер Хутірський, буд. 7, Калуш, 97265",555-88-93,ovsiienkosviatoslava@example.org
Ященко,Данило,Богданович,Чоловіча,21-12-1979,Перекладач,селище Трускавець,"парк Острозька, буд. 0, Калуш, 95161",+380 42 978 50 64,semenvatamaniuk@example.com
Ґерус,Володимир,Алевтинович,Чоловіча,12-11-1977,Графік,хутір Миргород,"парк Зелений, буд. 0 кв. 22, Кам'янка-Бузька, 28698",009 035-35-74,kostiantyniarosh@example.com
Євтушенко,Ігнат,Георгійович,Чоловіча,19-11-1938,Стоматолог,село Подільськ,"парк Лінія 38-ма, буд. 6, П'ятихатки, 89874",+380 (89) 872-35-12,ustymshcherban@example.net
Гресь,Панас,Устимович,Чоловіча,22-09-1966,Детектив,місто Конотоп,"проспект Ігоря Бедзая, буд. 63 кв. 445, Дніпрорудне, 50926",791-43-35,stefan87@example.com
Даньків,Трохим,Артемович,Чоловіча,19-06-1974,Швачка,селище Перевальськ,"парк Кордонна, буд. 368, Вільнянськ, 19733",+380 72 500-77-84,vernyhoraerika@example.net
Давиденко,Августин,Юхимович,Чоловіча,03-11-1993,Письменник,селище Великі Мости,"вулиця Ігоря Кисельова, буд. 1 кв. 58, П'ятихатки, 25829",029 009-77-91,sirchenkopanteleimon@example.com
Бараник,Леопольд,Демʼянович,Чоловіча,16-10-1969,Патологоанатом,селище Решетилівка,"провулок Новосельского, буд. 337 кв. 06, Горішні Плавні, 59646",032 551-98-05,olhagzhytskyi@example.org
Архимович,Лукʼян,Пилипович,Чоловіча,09-11-1992,Кінорежисер,місто Карлівка,"парк Георгія Гамова, буд. 4, Молочанськ, 13762",+380 28 121-13-15,iustymvashchenko@example.net
Стець,Олесь,Едуардович,Чоловіча,16-10-1962,Секретар,селище Костянтинівка,"провулок Академіка Липського, буд. 391, Мостиська, 09263",+380 (62) 452-58-58,kdanylchuk@example.org
Петрик,Аврелій,Назарович,Чоловіча,20-08-1980,Золотар,село Монастириська,"узвіз Тараса Кузьміна, буд. 62, Гірник, 31253",+380 (84) 941-85-62,frantssimashkevych@example.org
